id;start_date;end_date;usd_rate;usd_rate_dif;nbu_usd_buy;nbu_usd_sell;modification_date;rub_rate;rub_rate_dif;eur_rate;eur_rate_dif;chf_rate;chf_rate_dif;nbu_euro_buy;nbu_euro_sell;title_seo;description_seo;title_seo_ru;description_seo_ru;title_seo_uz;description_seo_en;description_seo_uz;title_seo_en;date_update
713;2009-06-16;2009-06-22;1477.48;+3.39;0.00;0.00;2020-05-19;47.80;-0.23;2070.28;+8.470;0.00;;0.00;0.00;;;;;;;;;0000-00-00
714;2009-06-09;2009-06-15;1474.09;+3.68;0.00;0.00;2020-05-19;48.03;+0.57;2061.81;-17.060;0.00;;0.00;0.00;;;;;;;;;0000-00-00
715;2009-06-02;2009-06-08;1470.41;+3.81;0.00;0.00;2020-05-19;47.46;+0.45;2078.87;+17.560;0.00;;0.00;0.00;;;;;;;;;0000-00-00
716;2009-05-26;2009-06-01;1466.60;+4.24;0.00;0.00;2020-05-19;47.01;+1.42;2061.31;+70.010;0.00;;0.00;0.00;;;;;;;;;0000-00-00
717;2009-05-19;2009-05-25;1462.36;+4.23;0.00;0.00;2020-05-19;45.59;+0.80;1991.30;+0.2200;0.00;;0.00;0.00;;;;;;;;;0000-00-00
718;2009-05-12;2009-05-18;1458.13;+4.28;0.00;0.00;2020-05-19;44.79;+0.70;1991.08;+54.990;0.00;;0.00;0.00;;;;;;;;;0000-00-00
719;2009-05-05;2009-05-11;1453.85;+4.35;0.00;0.00;2020-05-19;44.09;+0.72;1936.09;-101.18;0.00;;0.00;0.00;;;;;;;;;0000-00-00
720;2009-04-28;2009-05-04;1449.50;+4.28;0.00;0.00;2020-05-19;43.37;+0.19;2037.27;+129.52;0.00;;0.00;0.00;;;;;;;;;0000-00-00
721;2009-04-21;2009-04-27;1445.22;+4.32;0.00;0.00;2020-05-19;43.18;+0.34;1908.18;+10.220;0.00;;0.00;0.00;;;;;;;;;0000-00-00
722;2009-04-14;2009-04-20;1440.90;+4.46;0.00;0.00;2020-05-19;42.84;-0.15;1897.09;-51.870;0.00;;0.00;0.00;;;;;;;;;0000-00-00
723;2009-04-07;2009-04-13;1436.44;+4.44;0.00;0.00;2020-05-19;42.99;+0.13;1948.96;-63.720;0.00;;0.00;0.00;;;;;;;;;0000-00-00
724;2009-03-31;2009-04-06;1432.00;+4.74;0.00;0.00;2020-05-19;42.86;+0.16;2012.68;+6.6700;0.00;;0.00;0.00;;;;;;;;;0000-00-00
725;2009-03-24;2009-03-30;1427.26;+4.68;0.00;0.00;2020-05-19;42.70;+1.86;2006.01;+6.9700;0.00;;0.00;0.00;;;;;;;;;0000-00-00
726;2009-03-17;2009-03-23;1422.58;+4.71;0.00;0.00;2020-05-19;40.84;+1.17;1999.44;+6.6200;0.00;;0.00;0.00;;;;;;;;;0000-00-00
727;2009-03-10;2009-03-16;1417.87;+4.72;0.00;0.00;2020-05-19;39.67;+0.11;1992.82;+142.58;0.00;;0.00;0.00;;;;;;;;;0000-00-00
728;2009-03-03;2009-03-09;1413.15;+4.71;0.00;0.00;2020-05-19;39.56;+0.52;1850.24;-129.32;0.00;;0.00;0.00;;;;;;;;;0000-00-00
729;2009-02-24;2009-03-02;1408.44;+1.95;0.00;0.00;2020-05-19;39.04;-1.66;1979.56;+140.71;0.00;;0.00;0.00;;;;;;;;;0000-00-00
730;2009-02-17;2009-02-23;1406.49;+1.97;0.00;0.00;2020-05-19;40.70;+2.09;1838.85;+3.2800;0.00;;0.00;0.00;;;;;;;;;0000-00-00
731;2009-02-10;2009-02-16;1404.52;+2.01;0.00;0.00;2020-05-19;38.61;-0.99;1835.57;-33.700;0.00;;0.00;0.00;;;;;;;;;0000-00-00
732;2009-02-03;2009-02-09;1402.51;+1.99;0.00;0.00;2020-05-19;39.60;-2.98;1869.27;-99.160;0.00;;0.00;0.00;;;;;;;;;0000-00-00
733;2009-01-27;2009-02-02;1400.52;+2.15;0.00;0.00;2020-05-19;42.58;-1.12;1968.43;+15.890;0.00;;0.00;0.00;;;;;;;;;0000-00-00
734;2009-01-20;2009-01-26;1398.37;+2.25;0.00;0.00;2020-05-19;42.93;-2.79;1952.54;+3.1400;0.00;;0.00;0.00;;;;;;;;;0000-00-00
735;2009-01-13;2009-01-19;1396.12;+1.22;0.00;0.00;2020-05-19;45.72;-0.26;1949.40;-53.820;0.00;;0.00;0.00;;;;;;;;;0000-00-00
736;2009-01-06;2009-01-12;1394.90;+1.90;0.00;0.00;2020-05-19;47.46;-1.12;2003.22;-47.140;0.00;;0.00;0.00;;;;;;;;;0000-00-00
744;2010-11-09;2010-11-15;1629.27;+1.63;0.00;0.00;2020-05-19;52.95;+0.07;2287.89;+23.68;0.00;;0.00;0.00;;;;;;;;;0000-00-00
760;2010-07-20;2010-07-26;1603.01;+2.43;0.00;0.00;2020-05-19;52.62;+0.65;2036.12;+19.13;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1265;2008-10-21;2008-10-27;1340.81;+4.28;0.00;0.00;2020-05-19;51.08;+0.08;1806.21;+1.7600;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1266;2008-10-14;2008-10-20;1336.53;+6.76;0.00;0.00;2020-05-19;51.00;-0.48;1804.45;-14.160;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1267;2008-10-07;2008-10-13;1333.29;+3.29;0.00;0.00;2020-05-19;51.48;-1.67;1818.61;-10.690;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1268;2008-09-30;2008-10-06;1330.00;+1.78;0.00;0.00;2020-05-19;53.15;+1.03;1928.90;+0.0600;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1269;2008-09-23;2008-09-29;1328.22;+1.84;0.00;0.00;2020-05-19;52.12;+0.51;1928.84;+17.260;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1270;2008-09-16;2008-09-22;1326.38;+1.78;0.00;0.00;2020-05-19;51.61;-0.43;1911.58;+2.830;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1271;2008-09-09;2008-09-15;1324.60;+1.80;0.00;0.00;2020-05-19;52.04;-1.85;1908.75;-42.12;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1272;2008-09-02;2008-09-08;1322.80;+1.63;0.00;0.00;2020-05-19;53.89;-0.54;1950.87;+6.390;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1273;2008-08-26;2008-09-01;1321.07;+1.76;0.00;0.00;2020-05-19;54.43;+0.59;1944.48;-3.090;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1274;2008-08-19;2008-08-25;1319.31;+1.68;0.00;0.00;2020-05-19;53.84;-1.44;1947.57;-25.98;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1275;2008-08-12;2008-08-18;1317.63;+1.13;0.00;0.00;2020-05-19;55.18;-0.91;1973.55;-78.35;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1276;2008-08-05;2008-08-11;1316.50;+1.09;0.00;0.00;2020-05-19;56.09;-0.23;2051.90;-16.19;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1277;2008-07-29;2008-08-04;1315.41;+0.98;0.00;0.00;2020-05-19;56.32;-0.35;2068.09;-17.91;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1278;2008-07-22;2008-07-28;1314.43;+0.99;0.00;0.00;2020-05-19;56.67;+0.47;2086.00;-3.160;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1279;2008-07-15;2008-07-21;1313.44;+1.48;0.00;0.00;2020-05-19;56.20;+0.40;2089.16;+35.81;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1280;2008-07-08;2008-07-14;1311.96;+1.05;0.00;0.00;2020-05-19;55.80;-0.08;2053.35;-16.05;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1281;2008-07-01;2008-07-07;1310.91;+0.89;0.00;0.00;2020-05-19;55.88;+0.54;2069.40;+39.66;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1282;2008-06-24;2008-06-30;1310.02;+0.64;0.00;0.00;2020-05-19;55.34;-0.12;2029.74;-6.340;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1283;2008-06-17;2008-06-23;1309.38;+0.61;0.00;0.00;2020-05-19;55.46;+0.38;2035.69;+7.750;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1284;2008-06-10;2008-06-16;1308.77;+0.69;0.00;0.00;2020-05-19;55.08;-0.37;2027.94;-23.13;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1285;2008-06-03;2008-06-09;1308.08;+0.58;0.00;0.00;2020-05-19;55.45;+0.31;2051.07;+4.180;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1286;2008-05-27;2008-06-01;1307.50;+0.66;0.00;0.00;2020-05-19;55.14;+0.29;2046.89;+24.82;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1287;2008-05-20;2008-05-26;1306.84;+0.80;0.00;0.00;2020-05-19;54.85;-0.11;2022.07;+4.340;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1288;2008-05-13;2008-05-19;1306.04;+0.57;0.00;0.00;2020-05-19;54.96;+0.72;2017.83;-20.140;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1289;2008-05-06;2008-05-12;1305.47;+0.82;0.00;0.00;2020-05-19;55.24;-0.49;2034.97;-2.800;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1290;2008-04-29;2008-05-05;1304.75;+0.83;0.00;0.00;2020-05-19;55.73;+0.11;2067.77;+4.190;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1291;2008-04-22;2008-04-28;1303.92;+0.91;0.00;0.00;2020-05-19;55.62;+0.29;2063.58;+11.99;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1292;2008-04-15;2008-04-21;1303.01;+1.20;0.00;0.00;2020-05-19;55.33;+0.11;2051.59;+9.180;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1293;2008-04-08;2008-04-14;1301.81;+0.79;0.00;0.00;2020-05-19;55.22;+0.32;2042.41;+9.570;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1294;2008-04-01;2008-04-07;1301.02;+0.99;0.00;0.00;2020-05-19;54.90;-0.35;2032.84;-9.38;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1295;2008-03-25;2008-05-01;1300.03;+0.55;0.00;0.00;2020-05-19;55.25;+0.68;2042.22;+34.13;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1296;2008-03-18;2008-03-24;1299.48;+1.33;0.00;0.00;2020-05-19;54.57;+0.50;2008.09;+28,670;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1297;2008-03-11;2008-03-17;1298.15;+0.87;0.00;0.00;2020-05-19;54.07;+0.23;1979.42;+65,710;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1298;2008-03-04;2008-03-10;1297.28;+0.90;0.00;0.00;2020-05-19;53.30;+0.50;1913.71;+5.5700;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1299;2008-02-26;2008-03-03;1296.38;+0.86;0.00;0.00;2020-05-19;52.80;+0.31;1908.14;+21.730;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1300;2008-02-19;2008-02-25;1295.52;+0.40;0.00;0.00;2020-05-19;52.49;-0.28;1886.41;-13.920;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1301;2008-02-12;2008-02-18;1295.12;+0.33;0.00;0.00;2020-05-19;52.77;-0.12;1900.33;-11.300;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1302;2008-02-05;2008-02-11;1294.79;+0.62;0.00;0.00;2020-05-19;52.89;+0.41;1911.63;+22.660;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1303;2008-01-29;2008-02-04;1294.17;+0.84;0.00;0.00;2020-05-19;52.48;-0.38;1888.97;-19.990;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1304;2008-01-22;2008-01-28;1293.33;+0.87;0.00;0.00;2020-05-19;53.10;+0.37;1908.96;+5.550;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1305;2008-01-15;2008-01-21;1292.46;+0.49;0.00;0.00;2020-05-19;52.73;+0.10;1903.41;+3.960;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1306;2008-01-08;2008-01-14;1291.97;+0.74;0.00;0.00;2020-05-19;52.63;+0.36;1899.45;+33.24;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1307;2008-01-01;2008-01-07;1291.23;+1.23;0.00;0.00;2020-05-19;52.27;-0.01;1866.21;+9.380;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1308;2007-12-25;2007-12-31;1290.00;;0.00;0.00;2020-05-19;52.28;;1856.83;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1309;2007-12-18;2007-12-24;1288.74;;0.00;0.00;2020-05-19;52.68;;1890.97;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1310;2007-12-11;2007-12-17;1287.58;;0.00;0.00;2020-05-19;52.65;;1886.82;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1311;2007-12-04;2007-12-10;1286.30;;0.00;0.00;2020-05-19;52.89;;1906.04;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1312;2007-11-27;2007-12-03;1285.23;;0.00;0.00;2020-05-19;52.63;;1900.47;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1313;2007-11-20;2007-11-26;1284.06;;0.00;0.00;2020-05-19;52.44;;1878.71;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1314;2007-11-13;2007-11-19;1283.01;;0.00;0.00;2020-05-19;52.17;;1871.78;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1315;2007-11-06;2007-11-12;1281.77;;0.00;0.00;2020-05-19;51.87;;1849.85;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1316;2007-10-30;2007-11-05;1280.65;;0.00;0.00;2020-05-19;51.52;;1828.64;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1317;2007-10-23;2007-10-29;1279.44;;0.00;0.00;2020-05-19;51.36;;1818.72;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1318;2007-10-16;2007-10-22;1278.42;;0.00;0.00;2020-05-19;51.13;;1807.05;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1319;2007-10-09;2007-10-15;1277.16;;0.00;0.00;2020-05-19;51.23;;1807.69;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1320;2007-10-02;2007-10-08;1275.98;;0.00;0.00;2020-05-19;51.05;;1803.34;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1321;2007-09-25;2007-10-01;1275.03;;0.00;0.00;2020-05-19;50.46;;1778.79;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1322;2007-09-18;2007-09-24;1274.31;;0.00;0.00;2020-05-19;49.99;;1764.05;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1323;2007-09-11;2007-09-17;1273.45;;0.00;0.00;2020-05-19;49.68;;1735.84;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1324;2007-09-04;2007-09-10;1272.54;;0.00;0.00;2020-05-19;49.51;;1736.10;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1325;2007-08-28;2007-09-03;1271.72;;0.00;0.00;2020-05-19;49.72;;1718.09;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1326;2007-08-21;2007-08-27;1270.80;;0.00;0.00;2020-05-19;49.69;;1719.39;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1327;2007-08-14;2007-07-20;1270.03;;0.00;0.00;2020-05-19;49.88;;1748.70;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1328;2007-08-07;2007-08-13;1269.08;;0.00;0.00;2020-05-19;49.64;;1734.83;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1329;2007-07-31;2007-07-06;1267.01;;0.00;0.00;2020-05-19;49.77;;1748.35;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1330;2007-07-24;2007-07-30;1267.96;;0.00;0.00;2020-05-19;49.88;;1747.50;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1331;2007-07-17;2007-07-23;1266.57;;0.00;0.00;2020-05-19;49.42;;1735.20;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1332;2007-07-10;2007-07-16;1266.05;;0.00;0.00;2020-05-19;49.25;;1721.19;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1333;2007-07-03;2007-07-09;1265.49;;0.00;0.00;2020-05-19;49.00;;1702.72;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1334;2007-06-26;2007-07-02;1265.02;;0.00;0.00;2020-05-19;48.71;;1695.38;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1335;2007-06-19;2007-06-25;1263.54;;0.00;0.00;2020-05-19;48.54;;1691.88;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1336;2007-06-12;2007-06-18;1261.63;;0.00;0.00;2020-05-19;48.56;;1684.28;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1337;2007-06-05;2007-06-11;1260.91;;0.00;0.00;2020-05-19;48.69;;1695.55;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1338;2007-05-29;2007-06-04;1260.27;;0.00;0.00;2020-05-19;48.63;;1695.82;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1339;2007-05-22;2007-05-28;1259.35;;0.00;0.00;2020-05-19;48.72;;1701.89;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1340;2007-05-15;2007-05-21;1257.92;;0.00;0.00;2020-05-19;48.64;;1704.23;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1341;2007-05-08;2007-05-14;1256.78;;0.00;0.00;2020-05-19;48.77;;1709.97;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1342;2007-05-01;2007-05-07;1255.60;;0.00;0.00;2020-05-19;48.88;;1712.89;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1343;2007-04-24;2007-04-30;1254.69;;0.00;0.00;2020-05-19;48.78;;1705.00;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1344;2007-04-17;2007-04-23;1253.31;;0.00;0.00;2020-05-19;48.52;;1699.49;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1345;2007-04-10;2007-04-16;1252.44;;0.00;0.00;2020-05-19;48.31;;1673.13;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1346;2007-04-03;2007-04-09;1251.13;;0.00;0.00;2020-05-19;48.10;;1670.88;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1347;2007-03-27;2007-04-02;1250.07;;0.00;0.00;2020-05-19;48.06;;1657.72;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1348;2007-03-20;2007-03-26;1248.12;;0.00;0.00;2020-05-19;47.92;;1660.50;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1349;2007-03-13;2007-03-19;1246.15;;0.00;0.00;2020-05-19;47.55;;1633.58;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1350;2007-03-06;2007-03-12;1244.23;;0.00;0.00;2020-05-19;47.54;;1635.79;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1351;2007-02-27;2007-03-05;1243.86;;0.00;0.00;2020-05-19;47.39;;1640.28;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1352;2007-02-20;2007-02-26;1243.54;;0.00;0.00;2020-05-19;47.40;;1635.75;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1353;2007-02-13;2007-02-19;1243.21;;0.00;0.00;2020-05-19;47.19;;1618.41;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1354;2007-02-06;2007-02-12;1242.85;;0.00;0.00;2020-05-19;46.94;;1608.00;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1355;2007-01-30;2007-02-05;1242.51;;0.00;0.00;2020-05-19;46.79;;1603.96;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1356;2007-01-23;2007-01-29;1242.20;;0.00;0.00;2020-05-19;46.86;;1611.63;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1357;2007-01-16;2007-01-22;1241.85;;0.00;0.00;2020-05-19;46.73;;1606.21;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1358;2007-01-09;2007-01-15;1241.10;;0.00;0.00;2020-05-19;47.04;;1613.06;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1359;2007-01-02;2007-01-08;1240.06;;0.00;0.00;2020-05-19;47.09;;1631.55;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1360;2006-12-26;2007-01-01;1240.00;;0.00;0.00;2020-05-19;47.16;;1625.16;;0.00;;0.00;0.00;;;;;;;;;0000-00-00
1368;2016-06-21;2016-06-27;2938.71;+4.72;2988.00;2997.00;2020-05-19;44.91;-0.43;3324.98;-3.46;3066.91;+23.35;3325.00;3374.00;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 21 по 27 июня 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 21 по 27 июня 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 21 по 27 июня 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 21 по 27 июня 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2180-06-30
1369;2016-06-28;2016-07-04;2943.46;+4.75;2993.00;3002.00;2020-05-19;44.92;+0.01;3334.25;+9.27;3024.21;-42.7;3335.00;3385.00;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 28 по 4 июля 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 28 июня по 4 июля 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 28 по 4 июля 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 28 июня по 4 июля 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2180-06-30
1370;2016-07-05;2016-07-11;2948.59;+5.13;2998.00;3007.00;2020-05-19;46.06;+1.14;3318.04;-16.21;3031.03;+6.82;3319.00;3368.00;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 5 по 11 июля 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 5 по 11 июля 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 5 по 11 июля 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 5 по 11 июля 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2016-07-05
1371;2016-07-12;2016-07-18;2953.84;+5.25;3003.00;3012.00;2020-05-19;45.98;-0.08;3282.45;-35.59;3006.76;-24.27;3283.00;3332.00;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 12 по 18 июля 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 12 по 18 июля 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 12 по 18 июля 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 12 по 18 июля 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2016-07-12
1372;2016-07-19;2016-07-25;2958.87;+5.03;3008.00;3017.00;2020-05-19;46.84;+0.86;3280.62;-1.83;3010.04;+3.28;3281.00;3330.00;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 19 по 25 июля 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 19 по 25 июля 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 19 по 25 июля 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 19 по 25 июля 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2167-11-30
1373;2016-07-26;2016-08-01;2964.03;+5.16;3014.00;3023.00;2020-05-19;45.86;-0.98;3291.37;+10.75;3002.16;-7.88;3292.00;3341.00;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 26 июля по 1 августа 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 19 по 25 июля 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 26 июля по 1 августа 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 19 по 25 июля 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2016-07-26
1374;2016-08-02;2016-08-08;2969.43;+5.4;3019.00;3028.00;2020-05-19;44.29;-1.57;3302.01;+10.64;3066.01;+63.85;3303.00;3352.00;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 2 по 8 августа 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 2 по 8 августа 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;Курс валют, курс доллара США, рубля, евро, франка к суму в Узбекистане с 2 по 8 августа 2016 г. - Бизнес справочник Узбекистана;Курс доллара США (USD), рубля (RUB), евро (EURO) и швейцарского франка (CHF) к суму в Узбекистане с 2 по 8 августа 2016 г. Курсы покупки-продажи на сегодня + архив курса валют с  2007 г. Национальная валюта Узбекистана. Банкноты Узбекистана.;;;;;2016-08-02
